"id","word","strongs","usage_count"
5811,"glean","03950",7
5812,"reapers","07114",7
5813,"rebuke","01605",7
5814,"land","07704",7
5815,"beside","02108",7
5816,"ram","07410",7
5817,"grief","03708",7
5818,"girded","0247",7
5819,"desireth","0183",7
5820,"established","0539",7
5821,"left","05203",7
5822,"forsake","05203",7
5823,"spears","02595",7
5824,"garrison","04673",7
5825,"saveth","03467",7
5826,"ahinoam","0293",7
5827,"mantle","04598",7
5828,"stature","06967",7
5829,"children","05288",7
5830,"armies","04634",7
5831,"next","04932",7
5832,"twain","08147",7
5833,"seat","04186",7
5834,"confusion","01322",7
5835,"hold","04686",7
5836,"search","02664",7
5837,"rewarded","01580",7
5838,"understanding","07922",7
5839,"cruse","06835",7
5840,"fool","05036",7
5841,"fir","01265",7
5842,"wickedness","05766",7
5843,"shields","07982",7
5844,"pelethites","06432",7
5845,"jonadab","03122",7
5846,"place","01004",7
5847,"covered","02645",7
5848,"giant","07497",7
5849,"hinds","0355",7
5850,"violent","02555",7
5851,"ruleth","04910",7
5852,"weary","03021",7
5853,"laid","03245",7
5854,"baths","01324",7
5855,"base","04350",7
5856,"dedicated","06944",7
5857,"governors","06346",7
5858,"when","06256",7
5859,"abomination","08251",7
5860,"shishak","07895",7
5861,"speaketh","0559",7
5862,"captains","06346",7
5863,"palace","01964",7
5864,"turn","02015",7
5865,"this","02090",7
5866,"things","01419",7
5867,"appointed","05414",7
5868,"year","08147",7
5869,"of","08141",7
5870,"men","01419",7
5871,"breaches","0919",7
5872,"workmen","06213",7
5873,"down","07429",7
5874,"helper","05826",7
5875,"deceive","05377",7
5876,"defend","01598",7
5877,"beseech","0577",7
5878,"elnathan","0494",7
5879,"month","08147",7
5880,"transgressed","04603",7
5881,"jeconiah","03204",7
5882,"meraioth","04812",7
5883,"laadan","03936",7
5884,"treasuries","0214",7
5885,"music","07892",7
5886,"shebaniah","07645",7
5887,"greatness","01420",7
5888,"outward","02435",7
5889,"book","01697",7
5890,"entry","06607",7
5891,"pavement","07531",7
5892,"out","05413",7
5893,"destroyed","07665",7
5894,"affliction","06869",7
5895,"foundation","03247",7
5896,"hissing","08322",7
5897,"accomplished","03615",7
5898,"away","01473",7
5899,"polluted","01351",7
5900,"companions","03675",7
5901,"nations","0524",7
5902,"side","05675",7
5903,"him","05922",7
5904,"beyond","05675",7
5905,"read","07123",7
5906,"made","05648",7
5907,"them","01994",7
5908,"son","01247",7
5909,"build","01124",7
5910,"thus","03652",7
5911,"till","05705",7
5912,"vessels","03984",7
5913,"forth","05312",7
5914,"filthiness","02932",7
5915,"binnui","01131",7
5916,"burned","03341",7
5917,"piece","04060",7
5918,"persecutors","07291",7
5919,"feasting","04960",7
5920,"destroy","01104",7
5921,"darkness","0652",7
5922,"lion","07826",7
5923,"moth","06211",7
5924,"envy","07068",7
5925,"up","07602",7
5926,"daytime","03119",7
5927,"destruction","07701",7
5928,"wisdom","08454",7
5929,"out","01846",7
5930,"waited","06960",7
5931,"contend","07378",7
5932,"chambers","02315",7
5933,"contempt","0937",7
5934,"hypocrite","02611",7
5935,"dry","03002",7
5936,"destruction","0343",7
5937,"up","06845",7
5938,"behold","02372",7
5939,"dead","07496",7
5940,"gold","03800",7
5941,"decree","02706",7
5942,"garment","03830",7
5943,"burned","02787",7
5944,"balance","03976",7
5945,"answer","04617",7
5946,"render","07999",7
5947,"satisfy","07646",7
5948,"loose","06605",7
5949,"majesty","01347",7
5950,"of","07622",7
5951,"planted","08362",7
5952,"bent","01869",7
5953,"praise","02167",7
5954,"cause","01779",7
5955,"expectation","08615",7
5956,"places","04565",7
5957,"bend","01869",7
5958,"majesty","01926",7
5959,"glorify","03513",7
5960,"ascend","05927",7
5961,"delivereth","05337",7
5962,"sorrow","04341",7
5963,"dumb","0481",7
5964,"work","06466",7
5965,"away","01980",7
5966,"defence","04869",7
5967,"deep","06013",7
5968,"noise","07321",7
5969,"flesh","07607",7
5970,"strife","04066",7
5971,"chosen","0972",7
5972,"brutish","01197",7
5973,"stream","05158",7
5974,"substance","01952",7
5975,"keepeth","05341",7
5976,"cruel","0394",7
5977,"love","01730",7
5978,"destruction","04288",7
5979,"disperse","02219",7
5980,"sweet","04966",7
5981,"preacher","06953",7
5982,"vexation","07469",7
5983,"doves","03123",7
5984,"ah","01945",7
5985,"thorns","07898",7
5986,"noph","05297",7
5987,"sigh","0584",7
5988,"ashamed","03001",7
5989,"therein","04393",7
5990,"standard","05251",7
5991,"wastes","02723",7
5992,"pastors","07462",7
5993,"backsliding","04878",7
5994,"whoredom","02184",7
5995,"prepare","06942",7
5996,"chaldea","03778",7
5997,"bands","0102",7
5998,"lawful","04941",7
5999,"equal","08505",7
6000,"building","01146",7
6001,"place","01508",7
6002,"chaldeans","03779",7
6003,"time","05732",7
6004,"is","0383",7
6005,"belteshazzar","01096",7
6006,"heart","03825",7
6007,"feet","07271",7
6008,"down","05308",7
6009,"serve","06399",7
6010,"brought","0858",7
6011,"fire","05135",7
6012,"belshazzar","01113",7
6013,"amos","05986",7
6014,"virgin","3933",7
6015,"firstborn","4416",7
6016,"east","395",7
6017,"thither","1563",7
6018,"parts","3313",7
6019,"laid","2749",7
6020,"trees","1186",7
6021,"suffer","863",7
6022,"descending","2597",7
6023,"afterward","5305",7
6024,"time","3379",7
6025,"beyond","4008",7
6026,"shadow","4639",7
6027,"thirst","1372",7
6028,"for","1752",7
6029,"manner","3956",7
6030,"candle","3088",7
6031,"wise","3364",7
6032,"resist","436",7
6033,"a","1520",7
6034,"pearls","3135",7
6035,"beware","4337",7
6036,"prophets","5578",7
6037,"know","1921",7
6038,"descended","2597",7
6039,"gnashing","1030",7
6040,"were","2192",7
6041,"entered","1684",7
6042,"with","2532",7
6043,"easier","2123",7
6044,"ye","4198",7
6045,"the","1909",7
6046,"ruler","758",7
6047,"devil","1139",7
6048,"it","3754",7
6049,"villages","2968",7
6050,"neither","3361",7
6051,"death","2289",7
6052,"house","3617",7
6053,"beelzebub","954",7
6054,"man","1342",7
6055,"bethsaida","966",7
6056,"to","3739",7
6057,"days","4521",7
6058,"divided","3307",7
6059,"wherefore","5124",7
6060,"condemn","2632",7
6061,"places","5117",7
6062,"toward","1909",7
6063,"forthwith","2112",7
6064,"away","3583",7
6065,"some","1161",7
6066,"them","1565",7
6067,"seeing","991",7
6068,"heal","2390",7
6069,"have","191",7
6070,"while","1722",7
6071,"oath","3727",7
6072,"buried","2290",7
6073,"apart","2398",7
6074,"and","2596",7
6075,"fragments","2801",7
6076,"truth","230",7
6077,"much","5118",7
6078,"tempting","3985",7
6079,"perceived","1097",7
6080,"am","1511",7
6081,"long","4219",7
6082,"that","846",7
6083,"if","1161",7
6084,"pay","591",7
6085,"sell","4453",7
6086,"man","4145",7
6087,"have","2071",7
6088,"chosen","1588",7
6089,"chief","4413",7
6090,"jericho","2410",7
6091,"ye","2309",7
6092,"sion","4622",7
6093,"another","3739",7
6094,"render","591",7
6095,"rejected","593",7
6096,"wedding","1062",7
6097,"destroyed","622",7
6098,"as","302",7
6099,"any","3762",7
6100,"mind","1271",7
6101,"durst","5111",7
6102,"damnation","2917",7
6103,"privately","2398",7
6104,"trumpet","4536",7
6105,"goods","5224",7
6106,"when","3739",7
6107,"virgins","3933",7
6108,"them","1438",7
6109,"wrought","2038",7
6110,"bread","106",7
6111,"before","4250",7
6112,"crow","5455",7
6113,"laid","1911",7
6114,"daily","2596",7
6115,"off","3113",7
6116,"price","5092",7
6117,"envy","5355",7
6118,"vinegar","3690",7
6119,"error","4106",7
6120,"first","3391",7
6121,"little","3641",7
6122,"simons","4613",7
6123,"that","1722",7
6124,"good","15",7
6125,"is","3603",7
6126,"about","2945",7
6127,"chains","254",7
6128,"often","4178",7
6129,"could","2480",7
6130,"synagogue","752",7
6131,"juda","2455",7
6132,"married","1060",7
6133,"before","3908",7
6134,"ye","4160",7
6135,"covetousness","4124",7
6136,"beware","991",7
6137,"man","5185",7
6138,"looked","1492",7
6139,"thence","2547",7
6140,"trust","3982",7
6141,"morrow","1887",7
6142,"in","906",7
6143,"off","575",7
6144,"filled","1072",7
6145,"down","2507",7
6146,"there","1161",7
6147,"they","2036",7
6148,"up","353",7
6149,"prayer","1162",7
6150,"away","851",7
6151,"she","846",7
6152,"present","3936",7
6153,"sword","4501",7
6154,"down","2718",7
6155,"master","1988",7
6156,"lay","5087",7
6157,"company","3793",7
6158,"named","3687",7
6159,"kiss","5370",7
6160,"others","3062",7
6161,"they","3778",7
6162,"ceased","3973",7
6163,"throughout","2596",7
6164,"old","744",7
6165,"things","5108",7
6166,"slain","615",7
6167,"i","1722",7
6168,"now","3767",7
6169,"serve","1247",7
6170,"that","5023",7
6171,"infirmity","769",7
6172,"ashamed","2617",7
6173,"sound","5198",7
6174,"they","1722",7
6175,"brimstone","2303",7
6176,"spoken","3004",7
6177,"also","2548",7
6178,"not","3765",7
6179,"ourselves","846",7
6180,"necessity","318",7
6181,"understanding","3563",7
6182,"record","3141",7
6183,"guile","1388",7
6184,"standeth","2476",7
6185,"not","544",7
6186,"meat","1035",7
6187,"herein","5129",7
6188,"is","1722",7
6189,"worketh","2038",7
6190,"your","5212",7
6191,"said","2980",7
6192,"had","2036",7
6193,"expedient","4851",7
6194,"sakes","1223",7
6195,"let","630",7
6196,"miracles","1411",7
6197,"common","2839",7
6198,"i","3427",7
6199,"presence","4383",7
6200,"determined","2919",7
6201,"these","5125",7
6202,"stephen","4736",7
6203,"things","846",7
6204,"begotten","1080",7
6205,"for","3303",7
6206,"idols","1497",7
6207,"greek","1672",7
6208,"be","5225",7
6209,"blasphemed","987",7
6210,"them","5128",7
6211,"offering","4376",7
6212,"air","109",7
6213,"reserved","5083",7
6214,"be","5607",7
6215,"means","4458",7
6216,"boast","2744",7
6217,"heirs","2818",7
6218,"worketh","2716",7
6219,"occasion","874",7
6220,"carnal","4559",7
6221,"mind","5426",7
6222,"corruption","5356",7
6223,"firstfruits","536",7
6224,"beloved","25",7
6225,"gifts","5486",7
6226,"of","987",7
6227,"unto","3360",7
6228,"up","5448",7
6229,"followers","3402",7
6230,"absent","548",7
6231,"fornication","4203",7
6232,"sinneth","264",7
6233,"not","571",7
6234,"use","5530",7
6235,"edifying","3619",7
6236,"strength","1411",7
6237,"timothy","5095",7
6238,"think","3049",7
6239,"sharp","3691",7
6240,"sawest","1492",7
6241,"things","3592",7
6242,"beast","2226",7
6243,"vial","5357",7
6244,"that","03588",6
6245,"abundantly","08317",6
6246,"image","06754",6
6247,"thing","02416",6
6248,"watered","08248",6
6249,"gihon","01521",6
6250,"sleep","08639",6
6251,"thou","0859",6
6252,"what","04100",6
6253,"enos","0583",6
6254,"fifteen","02568",6
6255,"thing","08318",6
6256,"continually","01980",6
6257,"raven","06158",6
6258,"between","0996",6
6259,"backward","0322",6
6260,"awoke","03364",6
6261,"gomer","01586",6
6262,"salah","07974",6
6263,"joktan","03355",6
6264,"brick","03843",6
6265,"understand","08085",6
6266,"speech","08193",6
6267,"nativity","04138",6
6268,"curseth","07043",6
6269,"then","0227",6
6270,"dwelled","03427",6
6271,"arioch","0746",6
6272,"together","02266",6
6273,"eshcol","0812",6
6274,"born","03211",6
6275,"them","01992",6
6276,"each","0376",6
6277,"age","07872",6
6278,"shur","07793",6
6279,"measures","05429",6
6280,"dressed","06213",6
6281,"age","03117",6
6282,"ceased","02308",6
6283,"firstborn","01067",6
6284,"suffered","05414",6
6285,"covering","03682",6
6286,"maidservants","0519",6
6287,"only","03173",6
6288,"shore","08193",6
6289,"kirjatharba","07153",6
6290,"buryingplace","06913",6
6291,"machpelah","04375",6
6292,"bracelets","06781",6
6293,"kindred","04940",6
6294,"proceedeth","03318",6
6295,"prospered","06743",6
6296,"pottage","05138",6
6297,"faint","05889",6
6298,"stopped","05640",6
6299,"bashemath","01315",6
6300,"eldest","01419",6
6301,"meat","04303",6
6302,"nought","02600",6
6303,"mandrakes","01736",6
6304,"afterwards","0310",6
6305,"wages","07939",6
6306,"spotted","02921",6
6307,"rods","04731",6
6308,"changed","02498",6
6309,"before","05048",6
6310,"followed","01980",6
6311,"day","07837",6
6312,"met","06298",6
6313,"clave","01692",6
6314,"large","07342",6
6315,"out","03947",6
6316,"spoiled","0962",6
6317,"come","03318",6
6318,"stripped","06584",6
6319,"empty","07386",6
6320,"balm","06875",6
6321,"dipped","02881",6
6322,"clothes","08071",6
6323,"kid","05795",6
6324,"and","01004",6
6325,"birds","05775",6
6326,"up","06779",6
6327,"proved","0974",6
6328,"hairs","07872",6
6329,"bade","0559",6
6330,"drinketh","08354",6
6331,"in","07130",6
6332,"jamin","03226",6
6333,"tola","08439",6
6334,"best","04315",6
6335,"bodies","01472",6
6336,"lawgiver","02710",6
6337,"mourned","05594",6
6338,"burdens","05450",6
6339,"bush","05572",6
6340,"hither","01988",6
6341,"neighbour","07934",6
6342,"leprous","06879",6
6343,"latter","0314",6
6344,"diminish","01639",6
6345,"strangers","01481",6
6346,"rods","04294",6
6347,"entreat","06279",6
6348,"hardened","03513",6
6349,"lice","03654",6
6350,"men","01397",6
6351,"plague","05063",6
6352,"ordinance","02706",6
6353,"smote","05062",6
6354,"abib","024",6
6355,"edge","07097",6
6356,"sang","07891",6
6357,"wrath","02740",6
6358,"heap","05067",6
6359,"still","01826",6
6360,"prophetess","05031",6
6361,"elim","0362",6
6362,"trees","08558",6
6363,"sin","05512",6
6364,"leave","03498",6
6365,"melted","04549",6
6366,"kept","04931",6
6367,"commandeth","06680",6
6368,"meribah","04809",6
6369,"sittest","03427",6
6370,"fifties","02572",6
6371,"ascended","05927",6
6372,"jealous","07067",6
6373,"killed","04191",6
6374,"good","07999",6
6375,"cause","01697",6
6376,"betrothed","0781",6
6377,"sacrificeth","02076",6
6378,"follow","0310",6
6379,"gift","07810",6
6380,"fruits","08393",6
6381,"peace","08002",6
6382,"offerings","02077",6
6383,"laid","07971",6
6384,"abode","07931",6
6385,"work","04749",6
6386,"high","04605",6
6387,"border","04526",6
6388,"knops","03730",6
6389,"almonds","08246",6
6390,"another","0269",6
6391,"tenons","03027",6
6392,"needlework","07551",6
6393,"corners","06438",6
6394,"grate","04345",6
6395,"always","08548",6
6396,"girdle","073",6
6397,"chains","08333",6
6398,"set","04390",6
6399,"hole","06310",6
6400,"thumb","0931",6
6401,"toe","0931",6
6402,"turned","05493",6
6403,"cloudy","06051",6
6404,"enough","01767",6
6405,"bullock","01241",6
6406,"turtledoves","08449",6
6407,"out","04680",6
6408,"flanks","03689",6
6409,"committed","02398",6
6410,"trespass","0817",6
6411,"sprinkled","05137",6
6412,"wave","08573",6
6413,"gather","06950",6
6414,"laid","05564",6
6415,"offered","06213",6
6416,"glorified","03513",6
6417,"cheweth","05927",6
6418,"yourselves","05315",6
6419,"raw","02416",6
6420,"reddish","0125",6
6421,"black","07838",6
6422,"present","05975",6
6423,"get","05381",6
6424,"bringeth","0935",6
6425,"stumblingblock","04383",6
6426,"weights","068",6
6427,"uncles","01730",6
6428,"broken","05423",6
6429,"sheaf","06016",6
6430,"ninth","08672",6
6431,"breach","07667",6
6432,"time","05769",6
6433,"thee","03027",6
6434,"times","07651",6
6435,"will","014",6
6436,"chastise","03256",6
6437,"polls","01538",6
6438,"ahiezer","0295",6
6439,"eliasaph","0460",6
6440,"expressed","05344",6
6441,"hebronites","02276",6
6442,"abihail","032",6
6443,"floor","07172",6
6444,"charge","07650",6
6445,"vinegar","02558",6
6446,"dedication","02598",6
6447,"alarm","08643",6
6448,"hazeroth","02698",6
6449,"vision","04759",6
6450,"search","08446",6
6451,"ammiel","05988",6
6452,"talmai","08526",6
6453,"erred","07686",6
6454,"bid","0559",6
6455,"begun","02490",6
6456,"heifer","06510",6
6457,"spot","08549",6
6458,"away","05186",6
6459,"serpents","05175",6
6460,"ar","06144",6
6461,"jeshimon","03452",6
6462,"afraid","01481",6
6463,"curse","06895",6
6464,"come","01980",6
6465,"adversary","07854",6
6466,"wall","01447",6
6467,"were","03426",6
6468,"unicorn","07214",6
6469,"open","01540",6
6470,"exalted","05375",6
6471,"chittim","03794",6
6472,"zarhites","02227",6
6473,"set","06485",6
6474,"honour","01935",6
6475,"prey","04455",6
6476,"captives","07628",6
6477,"tribute","04371",6
6478,"wholly","04390",6
6479,"tahath","08480",6
6480,"descend","03381",6
6481,"avenger","01350",6
6482,"revenger","01350",6
6483,"save","02108",6
6484,"turn","05493",6
6485,"clouds","06051",6
6486,"trees","02132",6
6487,"pity","02347",6
6488,"trees","08384",6
6489,"scorpions","06137",6
6490,"testify","05749",6
6491,"rain","04456",6
6492,"send","05414",6
6493,"deceived","06601",6
6494,"down","03996",6
6495,"wonder","04159",6
6496,"put","01197",6
6497,"away","05080",6
6498,"rejoice","08056",6
6499,"take","0962",6
6500,"beautiful","03303",6
6501,"month","03391",6
6502,"acknowledge","05234",6
6503,"eggs","01000",6
6504,"plow","02790",6
6505,"married","01166",6
6506,"prosperity","02896",6
6507,"deliver","05462",6
6508,"off","07112",6
6509,"down","08259",6
6510,"removed","02189",6
6511,"darkness","0653",6
6512,"perceive","03045",6
6513,"prosper","07919",6
6514,"captains","07218",6
6515,"herb","01877",6
6516,"showers","07241",6
6517,"many","01755",6
6518,"poison","02534",6
6519,"man","0970",6
6520,"up","02856",6
6521,"hand","07138",6
6522,"vain","07386",6
6523,"ancient","06924",6
6524,"portion","02513",6
6525,"meditate","01897",6
6526,"ceased","07673",6
6527,"committed","04603",6
6528,"achan","05912",6
6529,"zabdi","02067",6
6530,"ambush","0693",6
6531,"valley","08219",6
6532,"middle","08432",6
6533,"tappuah","08599",6
6534,"taanach","08590",6
6535,"years","03117",6
6536,"part","07097",6
6537,"springs","01543",6
6538,"engedi","05872",6
6539,"bethshean","01052",6
6540,"gibbethon","01405",6
6541,"galilee","01551",6
6542,"transgression","04604",6
6543,"snares","06341",6
6544,"preserved","08104",6
6545,"jael","03278",6
6546,"offered","05068",6
6547,"holds","04679",6
6548,"forsaken","05203",6
6549,"alas","0162",6
6550,"zeeb","02062",6
6551,"wentest","01980",6
6552,"if","03863",6
6553,"made","04427",6
6554,"ebed","05651",6
6555,"zebul","02083",6
6556,"piece","06400",6
6557,"oppressed","07533",6
6558,"yearly","03117",6
6559,"took","0270",6
6560,"flame","03851",6
6561,"pleased","03474",6
6562,"foxes","07776",6
6563,"delilah","01807",6
6564,"teraphim","08655",6
6565,"laish","03919",6
6566,"shame","03637",6
6567,"threshold","05592",6
6568,"done","01961",6
6569,"moabitess","04125",6
6570,"hearest","08085",6
6571,"portions","04490",6
6572,"knowledge","01844",6
6573,"pieces","02865",6
6574,"despise","0959",6
6575,"also","03254",6
6576,"hid","03582",6
6577,"straight","03474",6
6578,"battles","04421",6
6579,"presents","04503",6
6580,"hide","02244",6
6581,"taste","02938",6
6582,"goliath","01555",6
6583,"pride","02087",6
6584,"sheath","08593",6
6585,"wisely","07919",6
6586,"javelin","02595",6
6587,"naioth","05121",6
6588,"well","0953",6
6589,"nob","05011",6
6590,"doeg","01673",6
6591,"many","07231",6
